Date,Open,High,Low,Close,Volume
2017-01-03,71.44,72.41,71.1,71.73,2397692
2017-01-04,72.14,73.58,71.91,73.0,1658304
2017-01-05,71.8,72.32,70.92,71.77,1781721
2017-01-06,71.91,71.93,70.74,70.79,1452111
2017-01-09,70.88,71.1,70.53,70.87,1012840
2017-01-10,70.73,71.25,70.53,70.94,1694966
2017-01-11,70.91,71.04,69.75,70.37,1406441
2017-01-12,70.38,70.77,69.82,70.35,1079945
2017-01-13,70.18,70.82,70.01,70.55,831730
2017-01-17,70.55,71.85,69.46,69.73,1824134
2017-01-18,69.6,70.13,69.0,69.35,1773627
2017-01-19,69.35,69.65,68.29,68.55,1802215
2017-01-20,68.64,69.48,68.53,69.14,1136336
2017-01-23,68.74,69.03,68.27,68.79,1647796
2017-01-24,68.42,69.13,68.3,68.86,1475148
2017-01-25,69.5,69.64,68.84,69.2,1525859
2017-01-26,69.33,69.85,69.03,69.19,1451013
2017-01-27,69.16,69.46,67.93,68.01,881872
2017-01-30,67.72,68.03,66.99,67.92,1955535
2017-01-31,66.09,68.61,65.88,68.54,1790398
2017-02-01,68.65,68.87,67.57,68.31,1950795
2017-02-02,69.42,69.96,68.66,69.28,1891495
2017-02-03,69.27,70.15,69.16,69.54,1653690
2017-02-06,69.03,69.48,68.49,68.72,1450367
2017-02-07,69.07,69.31,68.05,68.33,1640150
2017-02-08,68.3,69.98,67.18,69.67,1602877
2017-02-09,69.77,72.04,69.73,71.29,2235842
2017-02-10,71.35,71.82,70.75,71.22,1750565
2017-02-13,71.41,71.62,70.33,70.43,1231728
2017-02-14,70.42,71.21,69.91,70.64,1696288
2017-02-15,70.44,70.99,70.09,70.37,1237181
2017-02-16,70.61,72.03,70.11,70.5,1704762
2017-02-17,70.44,71.0,70.01,71.0,1358174
2017-02-21,71.61,72.1,70.7,71.2,2497062
2017-02-22,71.46,71.48,70.44,71.02,2219529
2017-02-23,71.0,71.16,68.51,68.58,4304007
2017-02-24,70.94,75.37,70.37,75.01,9185970
2017-02-27,74.95,76.6,74.81,76.01,3685868
2017-02-28,75.75,75.87,74.8,75.67,2220941
2017-03-01,75.93,76.34,75.12,75.99,1730366
2017-03-02,76.17,77.19,75.81,76.6,1424249
2017-03-03,76.75,77.0,76.06,76.57,1169355
2017-03-06,76.11,76.29,75.57,76.03,1525275
2017-03-07,75.87,76.36,75.46,75.72,1136136
2017-03-08,76.1,77.7,75.7,77.26,1695441
2017-03-09,77.2,77.44,76.4,76.48,1187794
2017-03-10,76.79,77.17,76.16,76.99,1221784
2017-03-13,76.71,76.79,75.62,75.97,1313508
2017-03-14,76.21,76.46,75.68,75.86,1077620
2017-03-15,75.75,76.45,75.13,76.24,1168196
2017-03-16,76.1,76.46,75.56,75.8,993052
2017-03-17,76.11,76.2,74.75,75.67,2240355
2017-03-20,75.84,75.91,73.74,73.98,2563270
2017-03-21,74.34,74.47,72.4,73.45,1856807
2017-03-22,72.35,72.92,71.65,72.83,2225481
2017-03-23,73.03,73.34,72.43,72.86,1030702
